업소명,소재지,위도,경도
호우양꼬치 경성대점,부산광역시 남구 수영로322번길 32,129.1095247,35.12692281
비에이치시(BHC)치킨,부산광역시 남구 분포로 111,129.0826701,35.11562813
에이스숯불치킨,부산광역시 남구 홍곡로22번길 13,129.0960124,35.13545591
삼오정,부산광역시 남구 수영로 270,129.1001538,35.13498567
하코네 라멘,부산광역시 남구 용소로28번길 10,129.0881782,35.13383199
닭꾸버 대연점,부산광역시 남구 수영로196번길 23,129.1005023,35.13235043
떴다 파닭,부산광역시 남구 수영로266번길 117,129.0940315,35.11617499
치키치키,부산광역시 남구 신선로337번길 16-2,129.1018795,35.13683585
오술차 부경대점,부산광역시 남구 용소로13번길 23,129.1120338,35.11780473
매운불닭석쇠구이,부산광역시 남구 용호로159번길 8,129.1030609,35.13737494
칠칠켄터키,부산광역시 남구 용소로13번길 47,129.0863392,35.13581354
대연 굽네치킨,부산광역시 남구 못골로41번길 13,129.111696,35.11958357
쌀통닭 용호2호점,부산광역시 남구 동명로 136,129.0896528,35.13004188
아라치 대연점,부산광역시 남구 유엔로 124,129.1034421,35.13797539
꼴목,부산광역시 남구 용소로7번길 60,129.0886213,35.12509349
처갓집 (대연점),부산광역시 남구 석포로 79,129.1128018,35.1234494
온가꽃게찜,부산광역시 남구 용호로97번길 6,129.0757975,35.14521911
호식이두마리,부산광역시 남구 진남로 219,129.0997939,35.13188815
꼬꼬네두마리치킨,부산광역시 남구 유엔로215번길 37,129.0901536,35.13796963
불막열삼 대연점,부산광역시 남구 진남로 45,129.0732697,35.14577338
굽네치킨 문현점,부산광역시 남구 고동골로 105-2,129.1031892,35.13712138
알촌,부산광역시 남구 수영로334번길 33,129.1011355,35.13129906
허브앤솔,부산광역시 남구 조각공원로 47,129.071251,35.13912095
비비큐문현점,부산광역시 남구 고동골로 24,129.1096685,35.13266335
썬더치킨(용호자이점),부산광역시 남구 신선로 566,129.0809479,35.1222778
홀린 두마리 치킨,부산광역시 남구 우암로 134,129.09154,35.13907486
피자나라치킨공주 대연점,부산광역시 남구 못골번영로46번길 46,129.1167451,35.10211316
오븐에꾸운닭용호2호점,부산광역시 남구 오륙도로 85,129.1069649,35.12828932
더하고 부대찌개 용호메트로시티점,부산광역시 남구 용호로 20,129.0717404,35.14380387
소문난 안동찜닭,부산광역시 남구 고동골로78번길 6,129.1017474,35.13598974
발빠닭 부산본점,부산광역시 남구 용소로19번길 18,129.101812,35.13589902
발빠닭 부산본점 Ⅱ,부산광역시 남구 용소로19번길 18-1,129.0764704,35.14465426
똘뱅이치킨,부산광역시 남구 진남로 210,129.1020417,35.1366541
교촌치킨 대연2호점,부산광역시 남구 용소로13번길 26,129.0972125,35.12269032
남다른 썬치킨 용당1호점,부산광역시 남구 유엔평화로 152-2,129.1040068,35.13591507
맘스터치,부산광역시 남구 용소로21번길 62,129.109057,35.12722455
치킨신드롬(메트로시티점),부산광역시 남구 분포로 113,129.0810204,35.11614765
소대장 치킨&호프,부산광역시 남구 우암로 63,129.1038594,35.13799863
구구닭촌,부산광역시 남구 수영로346번길 20,129.0930791,35.13600525
주구장창석쇠불판,부산광역시 남구 못골로 97-11,129.0914623,35.140653
네네치킨,부산광역시 남구 진남로36번길 58,129.1050374,35.13828534
네네치킨 대연점,부산광역시 남구 유엔로183번길 35,129.1097711,35.12002489
인디고,부산광역시 남구 용소로13번길 91,129.103622,35.13666674
본가치킨,부산광역시 남구 동명로118번길 2,129.0832541,35.11913835
카츠안 경성대부경대점,부산광역시 남구 수영로334번길 43,129.0926125,35.13639706
노랑통닭,부산광역시 남구 우암로104번길 29,129.1137775,35.12339536
멕시카나,부산광역시 남구 못골로 91-30,129.0681894,35.13828267
멕시칸 치킨,부산광역시 남구 이기대공원로12번길 20,129.0871861,35.15162537
치킨마루문현역점,부산광역시 남구 전포대로 16,129.1038533,35.13998175
나연김밥,부산광역시 남구 황령대로319번가길 142,129.071248,35.13889563
쌀통닭 대연3호점,부산광역시 남구 수영로 345,129.0890119,35.15109516
네네치킨 문현점,부산광역시 남구 고동골로 22,129.1119137,35.11462391
먹보닭,부산광역시 남구 수영로39번나길 81,129.0924682,35.13135056
노랑통닭,부산광역시 남구 황령대로319번가길 190-6,129.0863394,35.12345543
천우 옛날 통닭,부산광역시 남구 용호로197번길 20-4,129.0982224,35.13578742
바베트,부산광역시 남구 유엔평화로41번길 5,129.0709446,35.14253093
네네치킨(감만점),부산광역시 남구 석포로 51,129.0797151,35.13276301
청도치킨,부산광역시 남구 용소로8번길 42,129.1129222,35.11456957
99숯불치킨,부산광역시 남구 고동골로59번길 2,129.1120665,35.1161729
닭선보는날,부산광역시 남구 신정번영로 41,129.0099991,35.22607334
네네치킨(용호행복점),부산광역시 남구 동명로158번길 104,128.9980807,35.20639583
돈고래수육,부산광역시 남구 용호로177번길 20,129.0309634,35.21084319
닭강정에반하다,부산광역시 북구 금곡대로 191-1,129.0207596,35.21517531
아 옛날통닭,부산광역시 북구 구포만세길 108,129.0044206,35.20218791
치킨신드롬,부산광역시 북구 덕천로 243-1,129.0152102,35.21143621
후라이드바삭킹 덕천점,부산광역시 북구 만덕대로155번길 58,129.030891,35.21119535
파송송닭마니두마리치킨,부산광역시 북구 시랑로 38-1,129.0100874,35.22610866
맥시칸양념통닭,부산광역시 북구 의성로115번길 79,129.0203326,35.24157152
얌샘김밥부산만덕점,부산광역시 북구 만덕3로57번길 23,129.0154397,35.2122275
전문통닭,부산광역시 북구 금곡대로 191,129.0284987,35.21135094
BHC치킨(화명점),부산광역시 북구 산성로 23-2,129.0138404,35.25224446
동키치킨,부산광역시 북구 만덕대로90번길 13,129.0134758,35.25208527
찜닭맨,부산광역시 북구 만덕3로48번나길 6,129.0049202,35.20174208
호식이두마리치킨(금곡점),부산광역시 북구 효열로 69,129.0076965,35.20956108
처갓집양념치킨 금곡점,부산광역시 북구 금곡대로470번길 35,129.0029805,35.20741893
맘스터치치킨,부산광역시 북구 시랑로 43,129.0136969,35.21074582
무지개맥주덕천점,부산광역시 북구 덕천2길 45,129.0191884,35.21074472
처갓집양념치킨구포1호점,부산광역시 북구 구포시장길 44,129.0185615,35.21242659
네모푸드부산덕천점,부산광역시 북구 만덕대로78번길 30,129.016506,35.2641744
교촌치킨,부산광역시 북구 덕천로 135,129.0084253,35.1983417
덕천점굽네치킨,부산광역시 북구 만덕대로102번가길 46,129.0088389,35.21312106
숯불앤이프로,부산광역시 북구 금곡대로616번길 79,129.0132814,35.25676508
교촌치킨,부산광역시 북구 시랑로101번길 38,129.0128418,35.22941173
통키통키,부산광역시 북구 만덕대로39번길 44,129.0042456,35.20225247
치킨프라자,부산광역시 북구 금곡대로550번길 23,129.0055586,35.19918584
처갓집양념통닭,부산광역시 북구 금곡대로 238,129.0177395,35.23453553
지코바양념통닭,부산광역시 북구 시랑로24번가길 27,129.0284807,35.21080124
처갓집,부산광역시 북구 시랑로 72-1,129.0285461,35.21162996
우리집비어(Beer),부산광역시 북구 화명대로 89,129.0137382,35.2114125
옛날통닭,부산광역시 북구 덕천로 221,129.0167267,35.21150459
교촌치킨만덕2호,부산광역시 북구 만덕3로 44-1,129.0139411,35.21095109
썬더치킨,부산광역시 북구 만덕대로78번길 15,129.0111561,35.2104426
호식이두마리치킨덕천점,부산광역시 북구 만덕대로102번길 27,129.005313,35.19975575
녹두밭,부산광역시 북구 의성로115번길 54,129.0218633,35.2645799
처갓집양념치킨 덕천점,부산광역시 북구 의성로115번길 3,129.0198962,35.2348058
로데오치킨,부산광역시 북구 시랑로 66,129.0102827,35.2356437
석천냉면곰탕,부산광역시 북구 효열로162번길 189,128.9943266,35.19665566
교촌치킨화명1호점,부산광역시 북구 화명대로 108,129.0093551,35.23614721
비비큐치킨카페화명신도시점,부산광역시 북구 금곡대로303번길 61,129.0046114,35.20163648
로데오치킨,부산광역시 북구 백양대로1015번길 6,129.0107449,35.21447525
지코바숯불치킨,부산광역시 북구 금곡대로303번길 80,129.0130825,35.24521101
바사케,부산광역시 북구 시랑로 44-1,129.0360572,35.20893378
티바두마리치킨,부산광역시 북구 의성로73번길 19,129.0297156,35.21117833
교촌치킨화명3호점,부산광역시 북구 금곡대로 414,129.027819,35.21145587
티바두마리치킨만덕점,부산광역시 북구 덕천로294번길 13,129.0109428,35.21095817
오븐에꾸운닭만덕1호점,부산광역시 북구 만덕3로 55-1,128.9976887,35.19860202
호식이두마리치킨,부산광역시 북구 만덕3로48번나길 18-1,129.0051535,35.20018073
지코바숯불양념치킨,부산광역시 북구 의성로 109,129.010443,35.23439845
또래오래(신모라구남점),부산광역시 북구 백양대로1050번길 19,129.0103644,35.23603061
비에이치씨,부산광역시 북구 시랑로 62,129.0051535,35.20018073
오븐에꾸운닭(화명점),부산광역시 북구 화명신도시로 115,129.0338965,35.21089026
장충당,부산광역시 북구 금곡대로303번길 62,129.0104903,35.23466847
떡볶이참잘하는집,통닭(치킨),129.0371993,35.20805866
지코바숯불치킨,부산광역시 북구 만덕2로44번길 72,129.0110793,35.23433003
군자대한곱창 화명점,부산광역시 북구 화명신도시로 117,129.0072072,35.22327529
카페루나,부산광역시 북구 상리로 30,129.0086311,35.23624339
반반식당,부산광역시 북구 금곡대로285번길 46,128.9948866,35.2020504
맘스터치(화명점),부산광역시 북구 학사로17번길 27,129.0337288,35.21065733
교촌치킨화명신도시점,부산광역시 북구 금곡대로303번길 94,129.0081221,35.22352906
맛돌돌두마리치킨,부산광역시 북구 구남언덕로 15,129.0174637,35.26517588
노랑통닭 부산만덕점,부산광역시 북구 만덕2로44번길 71,129.0274485,35.21168437
역전할머니맥주 수정역점,부산광역시 북구 학사로17번가길 20,129.0123892,35.19566749
네네치킨,부산광역시 북구 효열로275번길 49,129.0338965,35.21089026
비비큐(BBQ)치킨만덕점,부산광역시 북구 만덕3로 34,129.0052658,35.20127048
썬더치킨(구포1호점),부산광역시 북구 시랑로 158,129.0087834,35.20952497
굽네치킨,부산광역시 북구 만덕2로44번길 72,129.0293092,35.21117278
구포점굽네치킨,부산광역시 북구 시랑로47번길 4,129.0075085,35.22366037
아웃닭(outdark),부산광역시 북구 만덕대로28번길 29,129.0185669,35.26287708
멕시카나,부산광역시 북구 만덕3로 56,129.0018995,35.20793267
네네치킨화명2호점,부산광역시 북구 학사로17번나길 7,129.0123248,35.23376976
굽네치킨금곡점,부산광역시 북구 효열로 207,129.0137901,35.25261445
닭이땡기네,부산광역시 북구 낙동대로1762번가길 23,129.0138894,35.23237752
화명점굽네치킨,부산광역시 북구 금곡대로285번길 19,129.0099803,35.23606988
티바두마리치킨,부산광역시 북구 효열로 73,129.0135224,35.21084644
호식이두마리치킨,부산광역시 북구 금곡대로 270,129.0084288,35.19863011
보약밥상현미김밥,부산광역시 북구 금곡대로303번길 70,129.0377121,35.21037984
비에이치씨(BHC)덕천점,부산광역시 북구 의성로115번길 46,129.0082712,35.21162047
땅땅치킨구포3점,부산광역시 북구 모분재로105번길 10,129.002918,35.2068065
썬더치킨,부산광역시 북구 만덕2로 34,129.0068834,35.19709259
모두랑치킨,부산광역시 북구 만덕대로27번길 20,129.0063282,35.21170877
옛날통닭,부산광역시 북구 구포시장길 56,129.0207746,35.21199329
우리동네포차,부산광역시 북구 시랑로 98,129.0076697,35.20828133
하림치킨,부산광역시 북구 만덕대로15번길 27,129.0128204,35.19589825
미쳐버린파닭,부산광역시 북구 만덕3로16번길 89,129.028473,35.21192804
덕천빈대떡,부산광역시 북구 만덕대로16번길 50,129.0277847,35.21395301
불막열삼,부산광역시 북구 시랑로 160,129.0189499,35.26274766
자담치킨만덕점,부산광역시 북구 만덕3로 41-1,129.0377912,35.21055943
달리는꼬꼬,부산광역시 북구 만덕1로 90,129.0211541,35.2439893
비비큐부산금곡점,부산광역시 북구 효열로 210,129.0123188,35.23417543
처갓집양념치킨 만덕점,부산광역시 북구 만덕2로 32,129.0076354,35.2205946
가마치통닭,부산광역시 북구 양달로 74,129.0050268,35.20147979
쌀통닭,부산광역시 북구 금곡대로285번길 22,129.0104351,35.19747761
쌀통닭,부산광역시 북구 금곡대로 125,129.0063103,35.19780947
호식이두마리치킨,부산광역시 북구 시랑로 47,129.0116757,35.23546078
피자드시우(구포점),부산광역시 북구 모분재로 128,129.0063563,35.19975609
아팟치숯불바베큐,부산광역시 북구 시랑로 90,129.0378637,35.20848562
맘스터치화명롯데점,부산광역시 북구 금곡대로303번길 35,129.0084033,35.22495091
닭드리숯불두마리치킨,부산광역시 북구 팽나무로8번길 118,129.0122107,35.22636131
옛날통닭,부산광역시 북구 은행나무로 11,129.0037625,35.20760173
마라장군,부산광역시 북구 화명신도시로 8,129.0046611,35.20566529
비에이치씨(BHC)화명신도시카이저점,부산광역시 북구 금곡대로 166,129.148521,35.22848723
옛날수제통닭,부산광역시 북구 구포시장5길 11,129.1275797,35.19491874
아추억의옛날통닭,부산광역시 북구 백양대로 1156-1,129.1548877,35.22969751
티바두마리치킨 반송점,부산광역시 해운대구 아랫반송로21번길 117,129.1764427,35.17353235
블랙보이(Black Boy),부산광역시 해운대구 해운대로61번길 84,129.1502417,35.22354035
교촌치킨,부산광역시 해운대구 윗반송로 51,129.1489799,35.15977078
노랑통닭 해운대점,부산광역시 해운대구 좌동로 107-11,129.179399,35.16844683
대박치킨,부산광역시 해운대구 아랫반송로 47,129.1598753,35.16645423
BBQ치킨,부산광역시 해운대구 해운대해변로 141,129.1601349,35.16618133
동키치킨,부산광역시 해운대구 세실로 30,129.1751032,35.17428449
방장치킨,부산광역시 해운대구 우동1로38번길 31,129.1311659,35.19696744
아재포차,부산광역시 해운대구 우동2로 17,129.1302694,35.1948756
아이가릿버거(장산점),부산광역시 해운대구 세실로 109-1,129.2019237,35.18332319
도날드치킨,부산광역시 해운대구 재반로 222,129.1273931,35.19016118
비비큐치킨점,부산광역시 해운대구 해운대로61번길 109,129.1286425,35.19237594
맵스,부산광역시 해운대구 송정중앙로 10,129.1628931,35.23026074
지코바숯불치킨,부산광역시 해운대구 재반로 136,129.1793443,35.17149402
호호불닭발,부산광역시 해운대구 재반로 164,129.1602637,35.16598179
투윙치킨,부산광역시 해운대구 신반송로 102,129.1243651,35.18795394
티바두마리치킨,부산광역시 해운대구 대천로 187,129.1597804,35.16209246
주유소,부산광역시 해운대구 우동2로 15,129.1425564,35.16115664
산길,부산광역시 해운대구 재송1로31번길 49-1,129.1241316,35.1877488
유가네닭갈비,부산광역시 해운대구 구남로 20,129.1284393,35.19197222
엔조이치킨,부산광역시 해운대구 해운대해변로 83,129.1257666,35.18926594
동궁찜닭,부산광역시 해운대구 재송1로31번길 55,129.1625802,35.22911901
치킨신드롬 재송점,부산광역시 해운대구 재반로 156-1,129.1238164,35.20151581
청사초롱,부산광역시 해운대구 재반로103번가길 34,129.177619,35.16832896
참대나무 닭숯불바베큐,부산광역시 해운대구 신반송로 151,129.177619,35.16832896
BBQ반여점,부산광역시 해운대구 반여로 112-1,129.1247276,35.20547341
비어팬(be a fan),부산광역시 해운대구 양운로42번길 16,129.1569301,35.23040809
안주깡패,부산광역시 해운대구 양운로42번길 16,129.1307383,35.19464587
티바두마리치킨&59쌀피자,부산광역시 해운대구 반여로155번길 17-4,129.1395832,35.16910785
치킨신드롬 반송점,부산광역시 해운대구 윗반송로 71,129.1569137,35.23080485
다모아,부산광역시 해운대구 재반로 194-2,129.1492252,35.22467674
지코바숯불양념치킨,부산광역시 해운대구 해운대로391번길 3-6,129.1195751,35.19494803
마당통치킨,부산광역시 해운대구 윗반송로51번길 84-33,129.123722,35.18750022
처갓집양념치킨반송점,부산광역시 해운대구 아랫반송로29번길 10-4,129.1480291,35.22554441
종국이 두마리치킨,부산광역시 해운대구 반여로 23-1,129.203388,35.18285795
호맥 재송점,부산광역시 해운대구 재송1로 54,129.1555974,35.23016845
Magic(매직)전통찜닭,부산광역시 해운대구 아랫반송로 15-3,129.1750448,35.17404169
처갓집,부산광역시 해운대구 송정중앙로 23-1,129.1176867,35.19016113
굽네치킨 반송점,부산광역시 해운대구 윗반송로51번길 46-1,129.1725503,35.16087871
찐이야 숯불두마리치킨,부산광역시 해운대구 대천로106번길 29,129.1832333,35.17245658
핫썬 치킨 재송1호점,부산광역시 해운대구 해운대로76번길 83,129.1176867,35.19016113
맥시칸치킨,부산광역시 해운대구 달맞이길65번길 6,129.1272508,35.19495786
부산좌동점 굽네치킨,부산광역시 해운대구 좌동순환로 275,129.204004,35.18219381
부산좌1,통닭(치킨),129.1758493,35.16739972
한스즉석탕수육&치킨,부산광역시 해운대구 해운대로61번길 80-1,129.1194455,35.20789306
교촌치킨 송정점,부산광역시 해운대구 송정중앙로 34,129.1564515,35.16962382
네네치킨신도시점,부산광역시 해운대구 해운대로774번길 30,129.1573804,35.16545956
본스치킨반여점,부산광역시 해운대구 삼어로 131,129.1992379,35.18210595
티바두마리치킨,부산광역시 해운대구 우동2로 74-1,129.1753992,35.16130175
부산우동점 굽네치킨,부산광역시 해운대구 우동1로 45,129.1793443,35.17149402
티바두마리치킨,부산광역시 해운대구 송정1로 5,129.1387519,35.17246882
치킨신드롬,부산광역시 해운대구 좌동순환로433번길 17,129.1253203,35.18795407
상문이숯불두마리치킨,부산광역시 해운대구 대천로 187,129.156299,35.23161296
우2동 굽네치킨,부산광역시 해운대구 해운대로 361,129.1311314,35.19685959
호식이두마리치킨,부산광역시 해운대구 재반로103번길 12,129.1244221,35.2072069
꾸바꾸바,부산광역시 해운대구 윗반송로51번길 103,129.1238934,35.20630143
굽네치킨반여2호점,부산광역시 해운대구 재반로 220-1,129.1469274,35.15664443
굽는치킨&순대렐라,부산광역시 해운대구 반여로167번길 49,129.1731255,35.16118861
호식이두마리치킨반여점,부산광역시 해운대구 반여로155번길 42,129.1850466,35.16957245
유가솜씨 마린시티점,부산광역시 해운대구 마린시티3로 23,129.1227545,35.20733056
굽네치킨 해운대중동점,부산광역시 해운대구 달맞이길65번길 15,129.179399,35.16844683
길목 퓨전포차,부산광역시 해운대구 좌동순환로299번길 11,129.1326169,35.19233879
굽네치킨 부산반여점,부산광역시 해운대구 선수촌로 162-1,129.1228804,35.20690575
비비큐 치킨,부산광역시 해운대구 세실로 30,129.1679235,35.17274055
해물삼대장,부산광역시 해운대구 재송2로 72,129.1724432,35.17481507
굿앤푸드,부산광역시 해운대구 반여로155번길 66,129.1699412,35.17870621
맘스터치,부산광역시 해운대구 대천로67번길 15,129.1569246,35.23157092
치킨 신드롬,부산광역시 해운대구 대천로103번길 9,129.1748802,35.16413713
맥시칸,부산광역시 해운대구 양운로 182,129.1720927,35.17105071
멕시카나치킨 반송점,부산광역시 해운대구 반송로924번길 25-3,129.1564362,35.23353157
후니푸드코리아,부산광역시 해운대구 좌동순환로468번가길 55,129.1724374,35.17135384
레시피콩,부산광역시 해운대구 좌동로53번길 17,129.1703782,35.16631703
영빈관,부산광역시 해운대구 윗반송로35번길 168,129.1537911,35.23060935
이래진족,부산광역시 해운대구 좌동로63번길 46,129.1500574,35.22526373
맘스터치,부산광역시 해운대구 해운대로 732,129.154597,35.23244046
호식이두마리치킨,부산광역시 해운대구 윗반송로31번길 33-9,129.1292169,35.17359479
이모네포차,부산광역시 해운대구 아랫반송로23번길 45,129.1668808,35.17735666
오꾸닭(반송점),부산광역시 해운대구 반송로924번길 4-2,129.1799462,35.16909048
깐부치킨센텀시티점,부산광역시 해운대구 센텀6로 21,129.1273716,35.20607074
네네치킨 해운대행복점,부산광역시 해운대구 좌동순환로99번길 22,129.1198435,35.20249011
김충기 꽃삼겹,부산광역시 해운대구 대천로 225,129.1527036,35.22363408
또래오래반여점,부산광역시 해운대구 반여로 176,129.1543081,35.15933247
애월돈,부산광역시 해운대구 선수촌로 100-9,129.1234339,35.20801832
보스코(BOSCO),부산광역시 해운대구 아랫반송로59번길 63,129.1864183,35.16652136
술단지,부산광역시 해운대구 해운대해변로209번길 8-3,129.1465512,35.16346245
땅땅치킨반여1점,부산광역시 해운대구 반여로167번길 76,129.1261221,35.18876687
썬더치킨,부산광역시 해운대구 청사포로 27,129.1620254,35.16019604
온심(onshim) 파스타,부산광역시 해운대구 해운대로483번가길 9,129.1502417,35.22354035
피자&치킨,부산광역시 해운대구 재반로 113-20,129.1189736,35.19752254
아웃닭,부산광역시 해운대구 구남로 47,129.1199529,35.19526903
더드림닭강정반송점,부산광역시 해운대구 아랫반송로 47,129.1567363,35.23223072
대박집,부산광역시 해운대구 반여로41번길 54,129.144817,35.15720524
짱짱치킨,부산광역시 해운대구 반여로27번길 2-4,129.1328141,35.16781033
동키치킨,부산광역시 해운대구 윗반송로51번길 129,129.1540325,35.16002917
지미스키친,부산광역시 해운대구 마린시티2로 33,129.1330065,35.19982561
또래오래 센텀시티점,부산광역시 해운대구 센텀3로 20,129.1737155,35.16329212
굽는치킨,부산광역시 해운대구 해운대해변로209번길 20,129.1498406,35.22391373
검정고무신,부산광역시 해운대구 재반로256번길 28,129.1486884,35.22478099
닭굽는마을,부산광역시 해운대구 좌동순환로468번가길 28,129.1180956,35.19596225
상문이 두마리 치킨,부산광역시 해운대구 반여로155번길 24,129.1190874,35.20100983
닭발똥집친구,부산광역시 해운대구 아랫반송로 41-1,129.1833796,35.16513595
꿀닭,부산광역시 해운대구 아랫반송로 28,129.1264918,35.17658575
쌀통닭 반여점,부산광역시 해운대구 선수촌로21번길 7,129.179003,35.17750053
맘스터치 반여1호점,부산광역시 해운대구 선수촌로 81-1,129.1755315,35.17810218
옛날통닭 좌동점,부산광역시 해운대구 청사포로 12,129.1781782,35.16828746
쌀통닭,부산광역시 해운대구 센텀동로 102,129.1453567,35.15968795
치킨마루 좌4동점,부산광역시 해운대구 좌동순환로217번길 7,129.1629064,35.16193626
맘스터치,부산광역시 해운대구 좌동순환로 175,129.1244353,35.18588011
안동술상,부산광역시 해운대구 세실로27번길 17,129.1147829,35.20424047
쌀통닭,부산광역시 해운대구 해운대해변로 117,129.1999359,35.18179256
박옥녀 뽀뽀통닭,부산광역시 해운대구 구남로41번길 40,129.1432627,35.15907679
옛날통닭,부산광역시 해운대구 재반로 81-51,129.1797171,35.16539706
연탄에 빠진 닭,부산광역시 해운대구 명장로67번길 96,128.9702788,35.10349276
꼬꼬닭,부산광역시 해운대구 해운대로 1080,128.9678256,35.0806436
BHC해운대마리나,부산광역시 해운대구 마린시티1로 9,128.9687513,35.08103282
처갓집양념치킨 장산역점,부산광역시 해운대구 세실로 7,128.9759893,35.10222996
우리통닭호프,부산광역시 사하구 낙동대로451번길 39,128.9653146,35.1057409
김천통닭,부산광역시 사하구 장림시장3길 80,129.0093235,35.09342932
곤지암할매 소머리국밥,부산광역시 사하구 장림번영로37번길 7-1,128.9605462,35.11253941
처갓집 양념치킨,부산광역시 사하구 괴정로 107-1,128.9717698,35.05819384
가마솥거인통닭 하단점,부산광역시 사하구 낙동남로1406번길 2,129.0095741,35.09418442
감내옛날통닭,부산광역시 사하구 옥천로75번길 2,128.994924,35.08986174
처갓집양념치킨,부산광역시 사하구 낙동대로549번길 57,128.9715524,35.05650092
호식이두마리치킨 다대점,부산광역시 사하구 다대로 537,128.9596293,35.10358667
멕시카나치킨,부산광역시 사하구 옥천로 89,128.9651846,35.1030918
멕시카나치킨,부산광역시 사하구 감천로 24,128.9619229,35.10368565
오븐마루 다대점,부산광역시 사하구 다대동로 31,128.9779689,35.08982861
치킨신드롬 하단신평점,부산광역시 사하구 동매로 12,128.9954587,35.09414805
해두리치킨,부산광역시 사하구 동매로 63,128.9631992,35.11239213
교촌치킨하단2호점,부산광역시 사하구 동매로 31-1,129.0000117,35.08979279
꼬지와친구들,부산광역시 사하구 다대로 141-1,128.9638042,35.10322899
꾸바꾸바 감천점,부산광역시 사하구 감천로21번길 35,128.9599744,35.09840983
경성술집,부산광역시 사하구 낙동대로549번길 11,128.9818709,35.06040197
감천점 굽네치킨,부산광역시 사하구 감천로 69,128.9822522,35.061111
통영장어,부산광역시 사하구 동매로 50,128.9778012,35.07763387
지코바,부산광역시 사하구 하신번영로177번길 2,128.977703,35.0795096
도원보쌈,부산광역시 사하구 다송로72번길 41,128.9732253,35.10223418
썬더치킨,부산광역시 사하구 다송로68번길 33,128.9656831,35.11001064
코코로,부산광역시 사하구 다대로277번길 5,128.9656455,35.11332813
LJ푸드,부산광역시 사하구 다대로 255-1,128.9976691,35.09103803
꼬지사께부산하단점,부산광역시 사하구 낙동대로407번길 28,128.9705754,35.05823046
BHC유나인,부산광역시 사하구 낙동대로 513,128.9679073,35.05509685
소문난돼지국밥,부산광역시 사하구 낙동대로516번길 55,128.9730704,35.07814972
달마루,부산광역시 사하구 감천로 45,128.9727191,35.07719705
굽네치킨,부산광역시 사하구 윤공단로14번길 82,128.9590691,35.10819731
치킨매니아,부산광역시 사하구 두송로26번길 39,128.9917471,35.10100217
구구안동찜닭 앤 소문난찜닭,부산광역시 사하구 윤공단로 30,128.9777824,35.0723878
타코난 숯불치킨,부산광역시 사하구 장평로 136,128.9798196,35.06029239
처갓집양념치킨,부산광역시 사하구 장평로 123,128.9989303,35.10361128
굽네치킨 하단점,부산광역시 사하구 하신번영로 304,129.0051368,35.08829909
호식이두마리치킨 괴정점,부산광역시 사하구 회화나무길 67,128.9955539,35.09656305
네네치킨 다대2점,부산광역시 사하구 다대로 339,128.9733798,35.07373933
핫토리,부산광역시 사하구 다송로72번길 82,128.9579665,35.09741616
괴정2호점 굽네치킨,부산광역시 사하구 사리로 42,128.9658212,35.1087025
썬더치킨 감천1호점,부산광역시 사하구 옥천로 7,128.9583417,35.09853995
티바두마리 치킨,부산광역시 사하구 오작로8번길 19,128.9904388,35.09531598
굽네치킨 장림점,부산광역시 사하구 다대로320번길 25,128.9827069,35.061549
땅땅치킨호프,부산광역시 사하구 하신번영로163번길 36,128.9801029,35.06381463
게도령 포차 돌게탕,부산광역시 사하구 낙동남로1423번길 53,128.9609947,35.11057077
수미네,부산광역시 사하구 하신번영로177번길 32,128.9765963,35.07314554
홍뼈감자탕,부산광역시 사하구 사하로141번길 50,128.9954677,35.10119699
가온밀면,부산광역시 사하구 다송로68번길 22,128.9736637,35.10312305
다대2동점 굽네치킨,부산광역시 사하구 다대로429번길 12,128.9648303,35.05538281
비비큐치킨,부산광역시 사하구 낙동대로519번길 79,128.981717,35.06036716
치킨신드롬,부산광역시 사하구 다대로 325,128.9765963,35.07314554
땅땅치킨 괴정점,부산광역시 사하구 낙동대로 194,128.981614,35.10204927
코바코,부산광역시 사하구 낙동대로 407-1,128.980371,35.06697642
처갓집양념치킨 몰운대롯데캐슬점,부산광역시 사하구 다대낙조2길 100,128.979959,35.06003886
호신미불닭발,부산광역시 사하구 다송로72번길 45,128.9707823,35.05626372
교촌치킨 당리,통닭(치킨),128.9833076,35.10242313
킴스치킨,부산광역시 사하구 마하로 20,128.9691157,35.10623335
빨래방망이,부산광역시 사하구 다대로 405-1,128.9644681,35.11022766
숙이네소주방,부산광역시 사하구 다송로72번길 80,128.9706826,35.07929565
썬더치킨 다대1동점,부산광역시 사하구 다대로 561,128.9901606,35.10223206
불숯불숯 두마리치킨 괴정점,부산광역시 사하구 낙동대로302번길 64,128.9711799,35.05189767
본설렁탕 부산 하단점,부산광역시 사하구 승학로 2,128.9990945,35.10358288
outdark(아웃닭) 하단점,부산광역시 사하구 낙동대로519번길 15,128.9773178,35.09041077
킨불라 앤 단두리,부산광역시 사하구 장림시장5길 218,128.9622197,35.11119203
명가생오리전문,부산광역시 사하구 승학로 233,128.9698755,35.05467547
피자와친구들,부산광역시 사하구 다대로 613,128.9763914,35.09180642
요와2호점,부산광역시 사하구 낙동남로1423번길 138,128.9578254,35.09753446
호맥 괴정점,부산광역시 사하구 사리로 40,128.9710957,35.08084277
닭서리,부산광역시 사하구 다대로140번길 12,128.982374,35.10322395
